ID, Name, Background, Base, Eyes, Head, Clothes, Name 1/1
1883, Starbirds #1883, Purple, Brown Figher, Sleeping, Low Battery, Gold chain, 
1884, Starbirds #1884, Yellow, Grey Royal, Red Shades, Grey Hat, None, 
1885, Starbirds #1885, Grey, Purple Fighter, Red Shades, Moon, None, 
1886, Starbirds #1886, Purple, Purple Protector, Tired, Moon, None, 
1887, Starbirds #1887, Gradient, Brown Figher, Cyborg, Grey Hat, Green Scarf, 
1888, Starbirds #1888, Green, Brown Protector, Tired, Ded, Blue Shirt, 
1889, Starbirds #1889, Clouds, Brown Figher, Green Shades, Wifi, None, 
1890, Starbirds #1890, Green Space, Brown Protector, Vipers, Cowboy, Green SB, 
1891, Starbirds #1891, Clouds, Blue Scout, Stars, Grey Hat, Gold Robe, 
1892, Starbirds #1892, Green Space, Black Fighter, Sleeping, Space Ship, Green Hoodie, 
1893, Starbirds #1893, Pink, Brown Scout, Red Shades, Blue Bucket, Blue Hoodie, 
1894, Starbirds #1894, Pink, Brown Protector, Aviators, Cyborg Antlers, Red SB, 
1895, Starbirds #1895, Purple Space, Grey Scout, Angry Eyes, None, Diamons Necklace, 
1896, Starbirds #1896, Blue, Red Royal, Derp, None, Red Scarf, 
1897, Starbirds #1897, Blue, Brown Figher, Sunset Shades, Moonrock, Green SB, 
1898, Starbirds #1898, Yellow, Grey Royal, Round glasses, Ear Muffs, None, 
1899, Starbirds #1899, Green, Blue Protector, Stars, Beer Hat, Red Scarf, 
1900, Starbirds #1900, Clouds, Grey Protector, Tired, Indian, Green Hoodie, 
1901, Starbirds #1901, Blue, Black Fighter, Tired, Wizard Hat, Gold chain, 
1902, Starbirds #1902, Grey, Black Scout, Tired, None, Blue Shirt, 
1903, Starbirds #1903, Blue, Brown Figher, Wide, Beer Hat, Blue Shirt, 
1904, Starbirds #1904, Purple, Brown Royal, Tired, Baby Seal, SB Tee, 
1905, Starbirds #1905, Pink, Purple Fighter, Angry Eyes, Cowboy, Blue Shirt, 
1906, Starbirds #1906, Gradient, Grey Fighter, Ruby, Grey Hat, Orange SB, 
1907, Starbirds #1907, Green, Grey Protector, Aviators, Electricity, None, 
1908, Starbirds #1908, Grey, Brown Scout, Cyborg, Black Red, None, 
1909, Starbirds #1909, Clouds, Grey Royal, Stars, Moon, Blue Shirt, 
1910, Starbirds #1910, Purple, Grey Scout, Angry Eyes, Baby Seal, Blue scarf, 
1911, Starbirds #1911, Purple, Purple Protector, Round glasses, Blue Bucket, Blue Shirt, 
1912, Starbirds #1912, Yellow, Grey Fighter, Neon Shades, Wizard Hat, Green Scarf, 
1913, Starbirds #1913, Green, Purple Protector, Angry Eyes, Black Red, Blue scarf, 
1914, Starbirds #1914, Green, Red Fighter, Sunset Shades, Robot Antenna, Blue Shirt, 
1915, Starbirds #1915, Grey, Blue Fighter, Red Shades, Ear Muffs, SB Tee, 
1916, Starbirds #1916, Yellow, Grey Fighter, Aviators, Robot Antenna, Cyber Jacket, 
1917, Starbirds #1917, Pink, Blue Royal, Sunset Shades, Moon, Cyber Jacket, 
1918, Starbirds #1918, Green, Red Fighter, Vipers, Wifi, Diamons Necklace, 
1919, Starbirds #1919, Pink, Grey Scout, Tired, Moonrock, Red SB, 
1920, Starbirds #1920, Gradient, Grey Fighter, Green Eyes, Ded, Orange SB, 
1921, Starbirds #1921, Yellow, Black Fighter, Derp, Wifi, Blue Shirt, 
1922, Starbirds #1922, Green, Black Royal, Green Shades, Wizard Hat, Red Scarf, 
1923, Starbirds #1923, Purple, Brown Protector, Sleeping, Baby Seal, Blue scarf, 
1924, Starbirds #1924, Green, Red Royal, Green Eyes, Black Red, Halo, 
1925, Starbirds #1925, Yellow, Brown Figher, Wide, Red Bucket, Green Hoodie, 
1926, Starbirds #1926, Blue, Blue Protector, Green Eyes, Ear Muffs, Kings Robe, 
1927, Starbirds #1927, Gradient, Black Protector, Sleeping, Star, Green SB, 
1928, Starbirds #1928, Green Space, Purple Fighter, Wide, Beer Hat, Blue Hoodie, 
1929, Starbirds #1929, Yellow, Red Protector, Round glasses, Crown, Gold chain, 
1930, Starbirds #1930, Green, Red Fighter, Ruby, Red Bucket, Orange SB, 
1931, Starbirds #1931, Yellow, Black Protector, Angry Eyes, Cowboy, Blue Hoodie, 
1932, Starbirds #1932, Pink, Purple Protector, Angry Eyes, None, Green Scarf, 
1933, Starbirds #1933, Green, Blue Fighter, Green Shades, Baby Seal, Cyber Jacket, 
1934, Starbirds #1934, Yellow, Grey Royal, Neon Shades, None, SB Tee, 
1935, Starbirds #1935, Green, Blue Fighter, Stars, Star, Blue Shirt, 
1936, Starbirds #1936, Grey, Black Fighter, Aviators, Space Ship, Red SB, 
1937, Starbirds #1937, Clouds, Brown Figher, Cyborg, Beer Hat, None, 
1938, Starbirds #1938, Grey, Grey Protector, Sleeping, Indian, Green Scarf, 
1939, Starbirds #1939, Blue, Blue Royal, Cyborg, Red Bucket, None, 
1940, Starbirds #1940, Clouds, Gold Protector, Round glasses, Red Bucket, None, 
1941, Starbirds #1941, Pink, Black Fighter, Angry Eyes, Space Ship, Green Scarf, 
1942, Starbirds #1942, Green Space, Blue Fighter, Derp, Wizard Hat, None, 
1943, Starbirds #1943, Blue, Grey Fighter, Ruby, Beer Hat, Green Hoodie, 
1944, Starbirds #1944, Green, Grey Protector, Round glasses, Baby Seal, Blue scarf, 
1945, Starbirds #1945, Space, Brown Royal, Derp, Red Bucket, None, 
1946, Starbirds #1946, Fire, Grey Protector, Angry Eyes, Ear Muffs, Blue Hoodie, 
1947, Starbirds #1947, Blue, Blue Fighter, Chill, Space Ship, SB Tee, 
1948, Starbirds #1948, Green, Red Fighter, Derp, Star, Blue Shirt, 
1949, Starbirds #1949, Blue, Brown Protector, Tired, None, SB Tee, 
1950, Starbirds #1950, Pink, Purple Royal, Angry Eyes, Red Bucket, Blue Shirt, 
1951, Starbirds #1951, Green Space, Blue Fighter, Green Shades, Low Battery, Red Scarf, 
1952, Starbirds #1952, Green Space, Red Protector, Chill, Cowboy, Blue Hoodie, 
1953, Starbirds #1953, Green, Purple Protector, Green Shades, White Bucket Hat, SB Tee, 
1954, Starbirds #1954, Green, Black Protector, Sleeping, Space Ship, Red SB, 
1955, Starbirds #1955, Fire, Purple Protector, Green Shades, Red Bucket, Orange SB, 
1956, Starbirds #1956, Clouds, Purple Scout, Sleeping, Ded, Blue Shirt, 
1957, Starbirds #1957, Clouds, Brown Scout, Wide, Indian, None, 
1958, Starbirds #1958, Blue, Red Fighter, Angry Eyes, Low Battery, Blue Shirt, 
1959, Starbirds #1959, Pink, Brown Figher, Tired, Star, Blue scarf, 
1960, Starbirds #1960, Clouds, Blue Protector, Round glasses, Micky Dee, Red SB, 
1961, Starbirds #1961, Pink, Blue Fighter, Chill, Electricity, Green SB, 
1962, Starbirds #1962, Purple Space, Red, Derp, Robot Antenna, Halo, 
1963, Starbirds #1963, Blue, Grey Protector, Vipers, Moon, Gold chain, 
1964, Starbirds #1964, Pink, Brown Scout, Green Eyes, Space Ship, Halo, 
1965, Starbirds #1965, Purple, Red, Neon Shades, Indian, Green Scarf, 
1966, Starbirds #1966, Pink, Black Fighter, Derp, Space Ship, None, 
1967, Starbirds #1967, Yellow, Grey Fighter, Sleeping, Red Bucket, None, 
1968, Starbirds #1968, Blue, Blue Fighter, Vipers, Low Battery, Halo, 
1969, Starbirds #1969, Green, Red Protector, Cyborg, Crown, Green Scarf, 
1970, Starbirds #1970, Grey, Black Scout, Red Shades, Ear Muffs, Kings Robe, 
1971, Starbirds #1971, Blue, Blue Protector, Cyborg, None, Gold chain, 
1972, Starbirds #1972, Grey, Brown Figher, Aviators, None, None, 
1973, Starbirds #1973, Green, Purple Protector, Tired, None, Green Hoodie, 
1974, Starbirds #1974, Purple, Black Protector, Cyborg, Wifi, Cyber Jacket, 
1975, Starbirds #1975, Purple, Blue Royal, Green Shades, Wizard Hat, Blue Hoodie, 
1976, Starbirds #1976, Green, Brown Royal, Round glasses, Moonrock, None, 
1977, Starbirds #1977, Grey, Grey Scout, Neon Shades, Electricity, None, 
1978, Starbirds #1978, Grey, Blue Scout, Aviators, Star, Cyber Jacket, 
1979, Starbirds #1979, Green, Blue Scout, Angry Eyes, Red Bucket, Gold Robe, 
1980, Starbirds #1980, Purple Space, Blue Fighter, Cyborg, Blue Bucket, None, 
1981, Starbirds #1981, Pink, Grey Scout, Tired, None, Jetpack, 
1982, Starbirds #1982, Clouds, Red Fighter, Cyborg, Low Battery, Blue Shirt, 
1983, Starbirds #1983, Blue, Gold Royal, Green Shades, None, Cyber Jacket, 
1984, Starbirds #1984, Blue, Brown Protector, Angry Eyes, Moon, None, 
1985, Starbirds #1985, Green, Black Royal, Chill, None, None, 
1986, Starbirds #1986, Purple, Grey Protector, Green Eyes, Star, Gold Robe, 
1987, Starbirds #1987, Green, Blue Scout, Angry Eyes, Robot Antenna, None, 
1988, Starbirds #1988, Purple Space, Blue Scout, Cyborg, Cyborg Antlers, Blue Shirt, 
1989, Starbirds #1989, Grey, Blue Fighter, Chill, Baby Seal, Kings Robe, 
1990, Starbirds #1990, Pink, Blue Protector, Aviators, Blue Bucket, Red Scarf, 
1991, Starbirds #1991, Purple Space, Red Fighter, Rainbow Shades, Moon, Blue Shirt, 
1992, Starbirds #1992, Green, Blue Fighter, Wide, Ded, Cyber Jacket, 
1993, Starbirds #1993, Fire, Grey Royal, Round glasses, Hair, Red SB, 
1994, Starbirds #1994, Yellow, Purple Royal, Stars, None, Blue Shirt, 
1995, Starbirds #1995, Purple, Purple Scout, Wide, Space Ship, Blue Shirt, 
1996, Starbirds #1996, Grey, Brown Figher, Derp, Black Red, Red Scarf, 
1997, Starbirds #1997, Grey, Blue Royal, Angry Eyes, Star, Green Scarf, 
1998, Starbirds #1998, Clouds, Gold Fighter, Green Eyes, Cowboy, Green SB, 
1999, Starbirds #1999, Green, Grey Royal, Derp, Blue Bucket, SB Tee, 
2000, Starbirds #2000, Pink, Grey Royal, Sleeping, Cowboy, Red Scarf, 
2001, Starbirds #2001, Purple Space, Brown Scout, Aviators, Indian, None, 
2002, Starbirds #2002, Purple, Black Scout, Green Shades, Baby Seal, Red SB, 
2003, Starbirds #2003, Yellow, Purple Scout, Wide, Wizard Hat, SB Tee, 
2004, Starbirds #2004, Green, Purple Fighter, Green Eyes, Low Battery, Blue scarf, 
2005, Starbirds #2005, Pink, Brown Figher, Derp, Blue Bucket, Red SB, 
2006, Starbirds #2006, Yellow, Grey Protector, Red Shades, Wifi, Gold Robe, 
2007, Starbirds #2007, Purple, Grey Protector, Ruby, Cowboy, Green SB, 
2008, Starbirds #2008, Pink, Grey Scout, Aviators, Wifi, Green SB, 
2009, Starbirds #2009, Green, Brown Figher, Angry Eyes, Blue Bucket, None, 
2010, Starbirds #2010, Green, Black Royal, Aviators, Space Ship, Cyber Jacket, 
2011, Starbirds #2011, Purple Space, Black Protector, Derp, None, Orange SB, 
2012, Starbirds #2012, Blue, Blue Scout, Wide, Wifi, Red Scarf, 
2013, Starbirds #2013, Green, Purple Royal, Sunset Shades, Baby Seal, Blue Hoodie, 
2014, Starbirds #2014, Purple Space, Red, Green Eyes, Blue Bucket, Gold chain, 
2015, Starbirds #2015, Blue, Black Protector, Vipers, Wizard Hat, Gold Robe, 
2016, Starbirds #2016, Purple Space, Black Fighter, Wide, Moonrock, Cyber Jacket, 
2017, Starbirds #2017, Purple Space, Grey Fighter, Red Shades, Moon, Green Scarf, 
2018, Starbirds #2018, Yellow, Purple Protector, Sunset Shades, Low Battery, Red SB, 
2019, Starbirds #2019, Green Space, Blue Fighter, Angry Eyes, Ded, Orange SB, 
2020, Starbirds #2020, Grey, Grey Royal, Vipers, Grey Hat, Gold chain, 
2021, Starbirds #2021, Purple, Brown Figher, Tired, Low Battery, None, 
2022, Starbirds #2022, Green Space, Black Fighter, Angry Eyes, Low Battery, Red Scarf, 
2023, Starbirds #2023, Grey, Grey Fighter, Round glasses, Cyborg Antlers, SB Tee, 
2024, Starbirds #2024, Purple Space, Black Scout, Tired, Cowboy, None, 
2025, Starbirds #2025, Purple, Brown Figher, Sunset Shades, Beer Hat, Blue Shirt, 
2026, Starbirds #2026, Blue, Red Protector, Tired, Robot Antenna, Blue Hoodie, 
2027, Starbirds #2027, Fire, Gold Fighter, Derp, Hair, Blue scarf, 
2028, Starbirds #2028, Clouds, Blue Fighter, Neon Shades, Gold, Halo, 
2029, Starbirds #2029, Green, Purple Scout, Derp, Wizard Hat, Gold Robe, 
2030, Starbirds #2030, Green Space, Gold Fighter, Angry Eyes, Black Red, Cyber Jacket, 
2031, Starbirds #2031, Yellow, Black Scout, Red Shades, None, Red Scarf, 
2032, Starbirds #2032, Pink, Purple Protector, Green Eyes, Grey Hat, Jetpack, 
2033, Starbirds #2033, Pink, Red Fighter, Tired, Baby Seal, None, 
2034, Starbirds #2034, Fire, Purple Fighter, Neon Shades, Moonrock, Orange SB, 
2035, Starbirds #2035, Pink, Red Fighter, Chill, Indian, Green SB, 
2036, Starbirds #2036, Blue, Red Fighter, Sleeping, Robot Antenna, Green Scarf, 
2037, Starbirds #2037, Space, Purple Fighter, Sunset Shades, Baby Seal, Blue scarf, 
2038, Starbirds #2038, Pink, Black Royal, Chill, Space Ship, Cyber Jacket, 
2039, Starbirds #2039, Purple, Blue Scout, Red Shades, Low Battery, None, 
2040, Starbirds #2040, Green, Black Fighter, Vipers, Grey Hat, Kings Robe, 
2041, Starbirds #2041, Green, Purple Scout, Wide, Crown, Green SB, 
2042, Starbirds #2042, Gradient, Grey Scout, Neon Shades, Baby Seal, None, 
2043, Starbirds #2043, Purple Space, Grey Fighter, Chill, Crown, Red Scarf, 
2044, Starbirds #2044, Purple, Red, Cyborg, Beer Hat, Blue Hoodie, 
2045, Starbirds #2045, Purple Space, Brown Protector, Stars, Star, None, 
2046, Starbirds #2046, Blue, Grey Fighter, Stars, Micky Dee, Green Scarf, 
2047, Starbirds #2047, Gradient, Grey Fighter, Green Shades, Wizard Hat, Blue Shirt, 
2048, Starbirds #2048, Yellow, Purple Protector, Sunset Shades, Ear Muffs, Cyber Jacket, 
2049, Starbirds #2049, Fire, Black Protector, Wide, Cowboy, Diamons Necklace, 
2050, Starbirds #2050, Yellow, Black Protector, Angry Eyes, Black Red, None, 
2051, Starbirds #2051, Grey, Purple Royal, Green Eyes, Cyborg Antlers, Red Scarf, 
2052, Starbirds #2052, Yellow, Purple Scout, Sleeping, Baby Seal, Green Scarf, 
2053, Starbirds #2053, Yellow, Purple Fighter, Green Eyes, None, Cyber Jacket, 
2054, Starbirds #2054, Purple, Gold Royal, Angry Eyes, Wifi, Orange SB, 
2055, Starbirds #2055, Green, Brown Scout, Green Eyes, Baby Seal, None, 
2056, Starbirds #2056, Pink, Blue Scout, Chill, Black Red, Diamons Necklace, 
2057, Starbirds #2057, Green, Blue Royal, Derp, Moonrock, Green SB, 
2058, Starbirds #2058, Pink, Blue Fighter, Chill, Star, SB Tee, 
2059, Starbirds #2059, Purple, Blue Scout, Aviators, Low Battery, Gold chain, 
2060, Starbirds #2060, Blue, Black Scout, Round glasses, Baby Seal, Blue scarf, 
2061, Starbirds #2061, Pink, Brown Royal, Green Shades, Star, Cyber Jacket, 
2062, Starbirds #2062, Yellow, Red Fighter, Neon Shades, Low Battery, Red Scarf, 
2063, Starbirds #2063, Yellow, Brown Scout, Angry Eyes, Robot Antenna, Cyber Jacket, 
2064, Starbirds #2064, Pink, Brown Protector, Stars, Wifi, Red SB, 
2065, Starbirds #2065, Grey, Purple Royal, Chill, Grey Hat, Green Hoodie, 
2066, Starbirds #2066, Pink, Red Protector, Wide, None, Cyber Jacket, 
2067, Starbirds #2067, Green, Blue Protector, Chill, Black Red, Green Hoodie, 
2068, Starbirds #2068, Green, Black Protector, Angry Eyes, None, Gold Robe, 
2069, Starbirds #2069, Blue, Red Fighter, Tired, White Bucket Hat, Blue scarf, 
2070, Starbirds #2070, Green Space, Red Royal, Aviators, Indian, Red SB, 
2071, Starbirds #2071, Green, Purple Protector, Neon Shades, Blue Bucket, Blue Hoodie, 
2072, Starbirds #2072, Grey, Gold Fighter, Cyborg, None, Jetpack, 
2073, Starbirds #2073, Clouds, Grey Fighter, Green Shades, Wifi, Halo, 
2074, Starbirds #2074, Purple Space, Red, Green Eyes, Grey Hat, Green Scarf, 
2075, Starbirds #2075, Purple Space, Purple Protector, Neon Shades, Space Ship, Blue Shirt, 
2076, Starbirds #2076, Pink, Brown Royal, Aviators, Star, Blue Hoodie, 
2077, Starbirds #2077, Purple, Purple Protector, Vipers, Baby Seal, Blue Shirt, 
2078, Starbirds #2078, Grey, Grey Fighter, Wide, Beer Hat, Cyber Jacket, 
2079, Starbirds #2079, Purple, Gold Protector, Cyborg, Micky Dee, Red Scarf, 
2080, Starbirds #2080, Purple, Purple Scout, Derp, Blue Bucket, Blue Shirt, 
2081, Starbirds #2081, Yellow, Grey Royal, Rainbow Shades, Blue Bucket, Red Scarf, 
2082, Starbirds #2082, Grey, Brown Scout, Neon Shades, Black Red, Blue Hoodie, 
2083, Starbirds #2083, Blue, Blue Fighter, Ruby, Ear Muffs, Red Scarf, 
2084, Starbirds #2084, Fire, Grey Scout, Tired, None, Blue Shirt, 
2085, Starbirds #2085, Green Space, Red Fighter, Green Shades, Ded, SB Tee, 
2086, Starbirds #2086, Fire, Black Royal, Green Eyes, Wizard Hat, None, 
2087, Starbirds #2087, Blue, Black Protector, Green Eyes, Moonrock, Blue Shirt, 
2088, Starbirds #2088, Grey, Purple Fighter, Tired, Wifi, Green Hoodie, 
2089, Starbirds #2089, Gradient, Purple Protector, Cyborg, Blue Bucket, Jetpack, 
2090, Starbirds #2090, Purple Space, Red Fighter, Red Shades, Ear Muffs, Blue Shirt, 
2091, Starbirds #2091, Space, Blue Fighter, Tired, Moon, Halo, 
2092, Starbirds #2092, Purple, Purple Scout, Cyborg, Moonrock, Gold chain, 
2093, Starbirds #2093, Space, Blue Royal, Stars, Black Red, SB Tee, 
2094, Starbirds #2094, Purple, Red, Red Shades, Wizard Hat, None, 
2095, Starbirds #2095, Blue, Brown Protector, Cyborg, Wizard Hat, Jetpack, 
2096, Starbirds #2096, Grey, Purple Fighter, Aviators, Gold, Gold Robe, 
2097, Starbirds #2097, Pink, Brown Protector, Chill, Ear Muffs, Blue Hoodie, 
2098, Starbirds #2098, Blue, Blue Royal, Derp, White Bucket Hat, Halo, 
2099, Starbirds #2099, Green Space, Grey Fighter, Neon Shades, None, None, 
2100, Starbirds #2100, Green, Brown Scout, Angry Eyes, Ded, Orange SB, 
2101, Starbirds #2101, Blue, Black Royal, Chill, None, None, 
2102, Starbirds #2102, Pink, Red Fighter, Vipers, Space Ship, Red SB, 
2103, Starbirds #2103, Grey, Brown Protector, Derp, Moon, Gold Robe, 
2104, Starbirds #2104, Green, Gold Royal, Sunset Shades, Moonrock, Blue Hoodie, 
2105, Starbirds #2105, Pink, Grey Scout, Aviators, None, None, 
2106, Starbirds #2106, Space, Brown Figher, Aviators, Ear Muffs, Blue Hoodie, 
2107, Starbirds #2107, Green Space, Red Royal, Wide, None, Red Scarf, 
2108, Starbirds #2108, Green Space, Brown Protector, Wide, Blue Bucket, Blue Hoodie, 
2109, Starbirds #2109, Green Space, Brown Figher, Green Eyes, Star, Red SB, 
2110, Starbirds #2110, Pink, Blue Protector, Ruby, Star, Blue Shirt, 
2111, Starbirds #2111, Yellow, Blue Royal, Green Eyes, Moon, Blue Shirt, 
2112, Starbirds #2112, Green, Red Fighter, Sunset Shades, Moonrock, Red SB, 
2113, Starbirds #2113, Blue, Brown Protector, Rainbow Shades, Wizard Hat, Green SB, 
2114, Starbirds #2114, Blue, Purple Protector, Chill, Micky Dee, Gold chain, 
2115, Starbirds #2115, Purple, Purple Scout, Tired, Crown, None, 
2116, Starbirds #2116, Clouds, Black Scout, Round glasses, None, Blue Hoodie, 
2117, Starbirds #2117, Pink, Black Royal, Vipers, Beer Hat, Red SB, 
2118, Starbirds #2118, Grey, Black Fighter, Red Shades, Grey Hat, Green Scarf, 
2119, Starbirds #2119, Blue, Purple Scout, Chill, Hair, None, 
2120, Starbirds #2120, Grey, Purple Protector, Chill, Indian, Green SB, 
2121, Starbirds #2121, Purple, Blue Scout, Aviators, Crown, Gold Robe, 
2122, Starbirds #2122, Green, Red, Sleeping, Wifi, Red Scarf, 
2123, Starbirds #2123, Pink, Purple Fighter, Green Eyes, Blue Bucket, Red SB, 
2124, Starbirds #2124, Pink, Black Scout, Tired, Star, Jetpack, 
2125, Starbirds #2125, Grey, Purple Protector, Vipers, Cowboy, Blue Shirt, 
2126, Starbirds #2126, Green Space, Red, Angry Eyes, Indian, Cyber Jacket, 
2127, Starbirds #2127, Pink, Purple Protector, Ruby, None, Red Scarf, 
2128, Starbirds #2128, Grey, Blue Fighter, Round glasses, Star, Blue Shirt, 
2129, Starbirds #2129, Blue, Brown Figher, Chill, Beer Hat, Blue Hoodie, 
2130, Starbirds #2130, Blue, Brown Figher, Rainbow Shades, White Bucket Hat, None, 
2131, Starbirds #2131, Purple, Blue Protector, Chill, Black Red, SB Tee, 
2132, Starbirds #2132, Yellow, Black Scout, Sunset Shades, White Bucket Hat, Red Scarf, 
2133, Starbirds #2133, Purple, Grey Protector, Aviators, Low Battery, Green Hoodie, 
2134, Starbirds #2134, Yellow, Blue Royal, Sleeping, Gold, Cyber Jacket, 
2135, Starbirds #2135, Purple, Red, Green Eyes, Moon, Blue scarf, 
2136, Starbirds #2136, Purple, Purple Scout, Neon Shades, Low Battery, SB Tee, 
2137, Starbirds #2137, Blue, Blue Scout, Ruby, Red Bucket, Blue Hoodie, 
2138, Starbirds #2138, Green, Grey Fighter, Sunset Shades, Gold, Green Hoodie, 
2139, Starbirds #2139, Purple, Purple Fighter, Chill, Moon, Blue Hoodie, 
2140, Starbirds #2140, Clouds, Black Scout, Chill, Wizard Hat, Kings Robe, 
